mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		3	69	0
1	1	1/8	1/8	3/4	1	1	1/8	1/8	1.0		2	74	1
1	1	1/4	1/4	3/4	1	1	1/16	1/16	1.0		2	74	2
1	1	5/16	5/16	3/4	1	1	1/16	1/16	1.0		3	69	3
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		6	66	4
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		3	69	5
1	1	1/2	1/2	3/4	1	1	1/16	1/16	1.0		2	74	6
1	1	9/16	9/16	3/4	1	1	1/16	1/16	1.0		7	73	7
1	1	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	8
1	1	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	9
2	2	0	0	3/4	1	1	1/16	1/16	1.0		4	76	10
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	11
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		2	74	12
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	13
2	2	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	71	14
2	2	3/8	3/8	3/4	1	1	1/8	1/8	1.0		7	73	15
2	2	1/2	1/2	3/4	1	1	1/16	1/16	1.0		4	76	16
2	2	9/16	9/16	3/4	1	1	1/16	1/16	1.0		2	74	17
2	2	5/8	5/8	3/4	1	1	1/16	1/16	1.0		4	76	18
2	2	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	19
3	3	0	0	3/4	1	1	1/16	1/16	1.0		1	79	20
3	3	1/16	1/16	3/4	1	1	1/16	1/16	1.0		6	78	21
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	83	22
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	23
3	3	1/4	1/4	3/4	1	1	1/16	1/16	1.0		1	79	24
3	3	5/16	5/16	3/4	1	1	1/16	1/16	1.0		6	78	25
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	26
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	27
3	3	1/2	1/2	3/4	1	1	1/16	1/16	1.0		7	73	28
3	3	9/16	9/16	3/4	1	1	1/16	1/16	1.0		2	74	29
3	3	5/8	5/8	3/4	1	1	1/16	1/16	1.0		4	76	30
3	3	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	31
5	5	0	0	3/4	1	1	1/16	1/16	1.0		3	81	44
5	5	1/16	1/16	3/4	1	1	1/16	1/16	1.0		1	79	45
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	46
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	47
5	5	1/4	1/4	3/4	1	1	1/4	1/4	1.0		7	73	48
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74	49
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1.0		3	69	50
6	6	0	0	3/4	1	1	1/8	1/8	1.0		3	81	51
6	6	1/8	1/8	3/4	1	1	1/8	1/8	1.0		3	81	52
6	6	1/4	1/4	3/4	1	1	1/8	1/8	1.0		6	78	53
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	54
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1.0		6	78	55
6	6	1/2	1/2	3/4	1	1	1/16	1/16	1.0		3	81	56
6	6	9/16	9/16	3/4	1	1	1/16	1/16	1.0		1	79	57
6	6	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	83	58
6	6	11/16	11/16	3/4	1	1	1/16	1/16	1.0		3	81	59
7	7	0	0	3/4	1	1	1/16	1/16	1.0		3	81	60
7	7	1/16	1/16	3/4	1	1	1/16	1/16	1.0		1	79	61
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	62
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	63
7	7	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	64
7	7	5/16	5/16	3/4	1	1	1/16	1/16	1.0		7	73	65
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	66
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	79	67
7	7	1/2	1/2	3/4	1	1	1/16	1/16	1.0		1	79	68
7	7	9/16	9/16	3/4	1	1	1/16	1/16	1.0		6	78	69
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	81	70
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1.0		1	79	71
8	8	0	0	3/4	1	1	1/16	1/16	1.0		1	79	72
8	8	1/16	1/16	3/4	1	1	1/16	1/16	1.0		6	78	73
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		2	74	74
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		6	78	75
8	8	1/4	1/4	3/4	1	1	1/16	1/16	1.0		6	78	76
8	8	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	77
8	8	3/8	3/8	3/4	1	1	1/16	1/16	1.0		7	73	78
8	8	7/16	7/16	3/4	1	1	1/16	1/16	1.0		4	76	79
8	8	1/2	1/2	3/4	1	1	1/16	1/16	1.0		4	76	80
8	8	9/16	9/16	3/4	1	1	1/16	1/16	1.0		2	74	81
8	8	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	71	82
8	8	11/16	11/16	3/4	1	1	1/16	1/16	1.0		2	74	83
10	10	0	0	3/4	1	1	1/16	1/16	1.0		3	81	92
10	10	1/16	1/16	3/4	1	1	1/16	1/16	1.0		1	79	93
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	94
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	95
10	10	1/4	1/4	3/4	1	1	1/4	1/4	1.0		7	73	96
10	10	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	97
