mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/8		1/8	1.0		3	69	0
2	2	0	0	3/4	1	1	1/8		1/8	1.0		2	74	1
2	2	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	2
2	2	3/16	3/16	3/4	1	1	1/16		1/16	1.0		6	78	3
2	2	1/4	1/4	3/4	1	1	1/16		1/16	1.0		4	76	4
2	2	5/16	5/16	3/4	1	1	1/16		1/16	1.0		2	74	5
2	2	3/8	3/8	3/4	1	1	1/16		1/16	1.0		7	73	6
2	2	7/16	7/16	3/4	1	1	1/16		1/16	1.0		5	71	7
2	2	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	69	8
2	2	5/8	5/8	3/4	1	1	1/8		1/8	1.0		3	69	9
3	3	0	0	3/4	1	1	1/8		1/8	1.0		2	74	10
3	3	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	11
3	3	3/16	3/16	3/4	1	1	1/16		1/16	1.0		6	78	12
3	3	1/4	1/4	3/4	1	1	1/16		1/16	1.0		4	76	13
3	3	5/16	5/16	3/4	1	1	1/16		1/16	1.0		2	74	14
3	3	3/8	3/8	3/4	1	1	1/16		1/16	1.0		7	73	15
3	3	7/16	7/16	3/4	1	1	1/16		1/16	1.0		5	71	16
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	69	17
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1.0		3	69	18
4	4	0	0	3/4	1	1	1/8		1/8	1.0		2	74	19
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	20
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	21
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1.0		-1	77	22
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1.0		4	76	23
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1.0		-1	77	24
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1.0		1	79	25
4	4	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	81	26
4	4	5/8	5/8	3/4	1	1	1/8		1/8	1.0		2	74	27
5	5	0	0	3/4	1	1	1/8		1/8	1.0		6	78	28
5	5	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	76	29
5	5	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	30
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1.0		4	76	31
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1.0		2	74	32
5	5	1/2	1/2	3/4	1	1	1/8		1/8	1.0		2	74	33
6	6	0	5/8	3/4	1	1	1/8		1/8	1.0		3	69	34
7	7	0	0	3/4	1	1	0	grace16	1/16	1.0		3	69	35
7	7	0	0	3/4	1	1	0	grace16	1/16	1.0		4	76	35
7	7	0	0	3/4	1	1	1/8		1/8	1.0		3	69	36
7	7	0	0	3/4	1	1	1/8		1/8	1.0		-1	77	36
7	7	1/8	1/8	3/4	1	1	1/16		1/16	1.0		-1	77	37
7	7	3/16	3/16	3/4	1	1	1/16		1/16	1.0		3	81	38
7	7	1/4	1/4	3/4	1	1	1/16		1/16	1.0		-1	77	39
7	7	5/16	5/16	3/4	1	1	1/16		1/16	1.0		2	74	40
7	7	3/8	3/8	3/4	1	1	1/16		1/16	1.0		-1	77	41
7	7	7/16	7/16	3/4	1	1	1/16		1/16	1.0		3	81	42
7	7	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	81	43
7	7	5/8	5/8	3/4	1	1	1/16		1/16	1.0		1	79	44
7	7	11/16	11/16	3/4	1	1	1/16		1/16	1.0		-1	77	45
8	8	0	0	3/4	1	1	1/8		1/8	1.0		3	69	46
8	8	0	0	3/4	1	1	1/8		1/8	1.0		4	76	46
8	8	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	76	47
8	8	3/16	3/16	3/4	1	1	1/16		1/16	1.0		1	79	48
8	8	1/4	1/4	3/4	1	1	1/16		1/16	1.0		4	76	49
8	8	5/16	5/16	3/4	1	1	1/16		1/16	1.0		7	73	50
8	8	3/8	3/8	3/4	1	1	1/16		1/16	1.0		4	76	51
8	8	7/16	7/16	3/4	1	1	1/16		1/16	1.0		1	79	52
8	8	1/2	1/2	3/4	1	1	1/8		1/8	1.0		1	79	53
8	8	5/8	5/8	3/4	1	1	1/16		1/16	1.0		-1	77	54
8	8	11/16	11/16	3/4	1	1	1/16		1/16	1.0		4	76	55
9	9	0	0	3/4	1	1	0	grace16	1/16	1.0		3	69	56
9	9	0	0	3/4	1	1	0	grace16	1/16	1.0		4	76	56
9	9	0	0	3/4	1	1	1/8		1/8	1.0		3	69	57
9	9	0	0	3/4	1	1	1/8		1/8	1.0		-1	77	57
9	9	1/8	1/8	3/4	1	1	1/16		1/16	1.0		-1	77	58
9	9	3/16	3/16	3/4	1	1	1/16		1/16	1.0		3	81	59
9	9	1/4	1/4	3/4	1	1	1/16		1/16	1.0		-1	77	60
9	9	5/16	5/16	3/4	1	1	1/16		1/16	1.0		2	74	61
9	9	3/8	3/8	3/4	1	1	1/16		1/16	1.0		-1	77	62
9	9	7/16	7/16	3/4	1	1	1/16		1/16	1.0		3	81	63
9	9	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	81	64
9	9	5/8	5/8	3/4	1	1	1/16		1/16	1.0		1	79	65
9	9	11/16	11/16	3/4	1	1	1/16		1/16	1.0		-1	77	66
10	10	0	0	3/4	1	1	1/8		1/8	1.0		3	69	67
10	10	0	0	3/4	1	1	1/8		1/8	1.0		4	76	67
10	10	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	76	68
10	10	3/16	3/16	3/4	1	1	1/16		1/16	1.0		1	79	69
10	10	1/4	1/4	3/4	1	1	1/16		1/16	1.0		4	76	70
10	10	5/16	5/16	3/4	1	1	1/16		1/16	1.0		7	73	71
10	10	3/8	3/8	3/4	1	1	1/16		1/16	1.0		4	76	72
10	10	7/16	7/16	3/4	1	1	1/16		1/16	1.0		1	79	73
10	10	1/2	1/2	3/4	1	1	1/8		1/8	1.0		1	79	74
10	10	5/8	5/8	3/4	1	1	1/16		1/16	1.0		-1	77	75
10	10	11/16	11/16	3/4	1	1	1/16		1/16	1.0		4	76	76
11	11	0	0	3/4	1	1	1/16		1/16	1.0		2	74	77
11	11	1/16	1/16	3/4	1	1	1/16		1/16	1.0		7	73	78
11	11	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	79
11	11	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	80
11	11	1/4	1/4	3/4	1	1	1/16		1/16	1.0		-1	77	81
11	11	5/16	5/16	3/4	1	1	1/16		1/16	1.0		4	76	82
11	11	3/8	3/8	3/4	1	1	1/16		1/16	1.0		-1	77	83
11	11	7/16	7/16	3/4	1	1	1/16		1/16	1.0		1	79	84
11	11	1/2	1/2	3/4	1	1	1/8		1/8	1.0		3	81	85
11	11	5/8	5/8	3/4	1	1	1/8		1/8	1.0		2	74	86
12	12	0	0	3/4	1	1	1/8		1/8	1.0		6	78	87
12	12	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	76	88
12	12	3/16	3/16	3/4	1	1	1/16		1/16	1.0		7	73	89
12	12	1/4	1/4	3/4	1	1	1/8		1/8	1.0		4	76	90
12	12	3/8	3/8	3/4	1	1	1/8		1/8	1.0		2	74	91
12	12	1/2	1/2	3/4	1	1	1/8		1/8	1.0		2	74	92
