mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/16		1/16	1		1	55	0
1	1	1/16	1/16	3/4	1	1	1/16		1/16	1		-2	58	1
1	1	1/8	1/8	3/4	1	1	1/16		1/16	1		2	62	2
1	1	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67	3
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	4
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	5
1	1	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67	6
1	1	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	7
2	2	0	0	3/4	1	1	1/8		1/8	1		2	62	8
2	2	1/8	1/8	3/4	1	1	1/8		1/8	1		0	60	9
2	2	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	58	10
2	2	3/8	3/8	3/4	1	1	1/16		1/16	1		2	62	11
2	2	7/16	7/16	3/4	1	1	1/16		1/16	1		-2	58	12
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	13
3	3	0	0	3/4	1	1	0	grace32	1/32	1		-2	82	14
3	3	0	0	3/4	1	1	0	grace32	1/32	1		1	79	15
3	3	0	0	3/4	1	1	1/4		1/4	1		-1	77	16
3	3	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	17
3	3	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	18
4	4	0	0	3/4	1	1	1/8		1/8	1		-2	70	19
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1		3	69	20
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1		-2	70	21
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1		0	72	22
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1		-2	70	23
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1		3	69	24
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1		1	67	25
4	4	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	26
4	4	5/8	5/8	3/4	1	1	1/16		1/16	1		-3	63	27
4	4	11/16	11/16	3/4	1	1	1/16		1/16	1		2	62	28
5	5	0	0	3/4	1	1	1/8		1/8	1		1	55	29
5	5	1/8	1/8	3/4	1	1	1/4		1/4	1		1	79	30
5	5	3/8	3/8	3/4	1	1	1/4		1/4	1		2	74	31
5	5	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	32
6	6	0	0	3/4	1	1	1/8		1/8	1		-2	70	33
6	6	1/8	1/8	3/4	1	1	1/8		1/8	1		1	67	34
6	6	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	62	35
6	6	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	36
7	7	0	0	3/4	1	1	1/8		1/8	1		1	55	37
7	7	1/8	1/8	3/4	1	1	1/4		1/4	1		1	79	38
7	7	3/8	3/8	3/4	1	1	1/4		1/4	1		2	74	39
7	7	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	40
8	8	0	0	3/4	1	1	1/8		1/8	1		-2	70	41
8	8	1/8	1/8	3/4	1	1	1/8		1/8	1		1	67	42
8	8	1/4	1/4	3/4	1	1	3/8		1/4	3/2		2	62	43
8	8	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60	44
9	9	0	0	3/4	1	1	1/8		1/8	1		2	62	45
9	9	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	46
9	9	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	47
9	9	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	48
9	9	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	49
9	9	9/16	9/16	3/4	1	1	1/16		1/16	1		-2	70	50
9	9	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69	51
9	9	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	52
10	10	0	0	3/4	1	1	1/16		1/16	1		-1	65	53
10	10	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67	54
10	10	1/8	1/8	3/4	1	1	1/16		1/16	1		3	69	55
10	10	3/16	3/16	3/4	1	1	1/16		1/16	1		-1	65	56
10	10	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	57
10	10	1/2	1/2	3/4	1	1	1/4		1/4	1		2	62	58
11	11	0	0	3/4	1	1	1/4		1/4	1		-2	70	59
11	11	0	0	3/4	1	1	1/4		1/4	1		-2	82	59
11	11	1/4	1/4	3/4	1	1	1/8		1/8	1		-2	70	60
11	11	3/8	3/8	3/4	1	1	1/16		1/16	1		-2	70	61
11	11	7/16	7/16	3/4	1	1	1/16		1/16	1		0	72	62
11	11	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	63
11	11	5/8	5/8	3/4	1	1	1/16		1/16	1		0	72	64
11	11	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	65
12	12	0	0	3/4	1	1	1/4		1/4	1		1	79	66
12	12	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77	67
12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75	68
13	13	0	0	3/4	1	1	1/16		1/16	1		2	74	69
13	13	1/16	1/16	3/4	1	1	1/16		1/16	1		-3	75	70
13	13	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	71
13	13	3/16	3/16	3/4	1	1	1/16		1/16	1		1	79	72
13	13	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	77	73
13	13	3/8	3/8	3/4	1	1	1/8		1/8	1		-1	77	74
13	13	1/2	1/2	3/4	1	1	1/16		1/16	1		-3	75	75
13	13	9/16	9/16	3/4	1	1	1/16		1/16	1		2	74	76
13	13	5/8	5/8	3/4	1	1	1/16		1/16	1		0	72	77
13	13	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	70	78
14	14	0	0	3/4	1	1	1/16		1/16	1		3	69	79
14	14	1/16	1/16	3/4	1	1	1/16		1/16	1		-2	70	80
14	14	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72	81
14	14	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	82
14	14	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	83
14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	58	84
15	15	0	0	3/4	1	1	1/8		1/8	1		2	74	85
15	15	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	86
15	15	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	87
15	15	1/4	1/4	3/4	1	1	1/4		1/4	1		2	86	88
15	15	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	89
16	16	0	0	3/4	1	1	1/8		1/8	1		-2	82	90
16	16	1/8	1/8	3/4	1	1	1/16		1/16	1		2	86	91
16	16	3/16	3/16	3/4	1	1	1/16		1/16	1		-2	82	92
16	16	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77	93
16	16	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	94
17	17	0	0	3/4	1	1	1/8		1/8	1		2	74	95
17	17	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	96
17	17	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	97
17	17	1/4	1/4	3/4	1	1	1/4		1/4	1		2	86	98
17	17	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	99
18	18	0	0	3/4	1	1	1/8		1/8	1		-2	82	100
18	18	1/8	1/8	3/4	1	1	1/16		1/16	1		2	86	101
18	18	3/16	3/16	3/4	1	1	1/16		1/16	1		-2	82	102
18	18	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77	103
18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	104
19	19	0	0	3/4	1	1	1/8		1/8	1		-2	70	105
19	19	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	106
19	19	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	107
19	19	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74	108
19	19	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	109
19	19	9/16	9/16	3/4	1	1	1/16		1/16	1		-2	70	110
19	19	5/8	5/8	3/4	1	1	1/16		1/16	1		3	69	111
19	19	11/16	11/16	3/4	1	1	1/16		1/16	1		1	67	112
20	20	0	0	3/4	1	1	1/16		1/16	1		-1	65	113
20	20	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67	114
20	20	1/8	1/8	3/4	1	1	1/16		1/16	1		3	69	115
20	20	3/16	3/16	3/4	1	1	1/16		1/16	1		-1	65	116
20	20	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	117
20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	118
