mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/8	1/8	1		3	69	0
2	2	0	0	3/4	1	1	3/16	1/8	3/2		2	74	1
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	2
2	2	1/4	1/4	3/4	1	1	1/4	1/4	1		-1	77	3
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1		3	81	4
3	3	0	0	3/4	1	1	1/8	1/8	1		1	79	5
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1		-1	77	6
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	7
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	8
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1		3	81	9
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79	10
3	3	1/2	1/2	3/4	1	1	1/16	1/16	1		-1	77	11
3	3	9/16	9/16	3/4	1	1	1/16	1/16	1		4	76	12
3	3	5/8	5/8	3/4	1	1	1/16	1/16	1		2	74	13
3	3	11/16	11/16	3/4	1	1	1/16	1/16	1		7	73	14
4	4	0	0	3/4	1	1	1/8	1/8	1		2	74	15
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1		2	74	16
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	17
4	4	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77	18
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1		-1	77	19
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79	20
4	4	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	21
4	4	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	22
5	5	0	0	3/4	1	1	1/8	1/8	1		1	79	23
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1		-1	77	24
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	25
5	5	1/4	1/4	3/4	1	1	1/4	1/4	1		3	81	26
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	27
6	6	0	5/8	3/4	1	1	1/8	1/8	1		4	76	28
7	7	0	0	3/4	1	1	1/8	1/8	1		-1	77	29
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1		3	81	30
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1		-1	77	31
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	32
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1		-1	77	33
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1		4	76	34
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	35
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1		2	74	36
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1		4	76	37
8	8	0	0	3/4	1	1	1/8	1/8	1		-1	77	38
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1		4	76	39
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1		2	74	40
8	8	1/4	1/4	3/4	1	1	1/16	1/16	1		7	73	41
8	8	5/16	5/16	3/4	1	1	1/16	1/16	1		2	74	42
8	8	3/8	3/8	3/4	1	1	1/16	1/16	1		4	76	43
8	8	7/16	7/16	3/4	1	1	1/16	1/16	1		7	73	44
8	8	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69	45
9	9	0	0	3/4	1	1	1/8	1/8	1		-1	77	46
9	9	1/8	1/8	3/4	1	1	1/16	1/16	1		3	81	47
9	9	3/16	3/16	3/4	1	1	1/16	1/16	1		-1	77	48
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	49
9	9	3/8	3/8	3/4	1	1	1/16	1/16	1		-1	77	50
9	9	7/16	7/16	3/4	1	1	1/16	1/16	1		4	76	51
9	9	1/2	1/2	3/4	1	1	1/16	1/16	1		2	74	52
9	9	9/16	9/16	3/4	1	1	1/16	1/16	1		4	76	53
9	9	5/8	5/8	3/4	1	1	1/16	1/16	1		-1	77	54
9	9	11/16	11/16	3/4	1	1	1/16	1/16	1		1	79	55
10	10	0	0	3/4	1	1	1/16	1/16	1		3	81	56
10	10	1/16	1/16	3/4	1	1	1/16	1/16	1		3	69	57
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1		0	72	58
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	59
10	10	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	60
10	10	1/2	1/2	3/4	1	1	1/8	1/8	1		2	62	61
