mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/8	1/8	1		-1	65	0
2	2	0	0	3/4	1	1	1/16	1/16	1		-1	65	1
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1		4	64	2
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1		2	62	3
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1		7	61	4
2	2	1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	5
2	2	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	6
2	2	5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	7
3	3	0	0	3/4	1	1	1/8	1/8	1		1	67	8
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1		-1	65	9
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1		1	67	10
3	3	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	11
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	12
4	4	0	0	3/4	1	1	1/8	1/8	1		2	74	13
4	4	1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	14
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1		-1	77	15
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1		4	76	16
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1		-1	77	17
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79	18
4	4	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	19
4	4	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77	20
5	5	0	0	3/4	1	1	1/8	1/8	1		2	74	21
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1		7	73	22
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1		2	74	23
5	5	1/4	1/4	3/4	1	1	3/8	1/4	3/2		4	76	24
6	6	0	5/8	3/4	1	1	1/8	1/8	1		-1	77	25
7	7	0	0	3/4	1	1	3/16	1/8	3/2		4	76	26
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1		-2	70	27
7	7	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	28
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	65	29
7	7	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	30
8	8	0	0	3/4	1	1	1/8	1/8	1		3	69	31
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1		-2	70	32
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1		3	69	33
8	8	1/4	1/4	3/4	1	1	1/4	1/4	1		1	67	34
8	8	1/2	1/2	3/4	1	1	1/4	1/4	1		-1	65	35
9	9	0	0	3/4	1	1	1/8	1/8	1		4	64	36
9	9	1/8	1/8	3/4	1	1	1/8	1/8	1		7	61	37
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1		2	62	38
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	65	39
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	40
9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	65	41
10	10	0	0	3/4	1	1	1/16	1/16	1		-1	65	42
10	10	1/16	1/16	3/4	1	1	1/16	1/16	1		4	64	43
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1		2	62	44
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1		7	61	45
10	10	1/4	1/4	3/4	1	1	3/8	1/4	3/2		2	62	46
