mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/4	1/4	1.0		7	73	0
1	1	1/4	1/4	3/4	1	1	1/16	1/16	1.0		7	73	1
1	1	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	2
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	3
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	4
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	5
2	2	0	0	3/4	1	1	1/16	1/16	1.0		7	73	6
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1.0		4	76	7
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		7	73	8
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	9
2	2	1/4	1/4	3/4	1	1	1/16	1/16	1.0		5	71	10
2	2	5/16	5/16	3/4	1	1	1/16	1/16	1.0		2	74	11
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	12
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	13
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	14
3	3	0	0	3/4	1	1	1/16	1/16	1.0		3	81	15
3	3	1/16	1/16	3/4	1	1	1/16	1/16	1.0		8	80	16
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	17
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1.0		4	76	18
3	3	1/4	1/4	3/4	1	1	1/16	1/16	1.0		6	78	19
3	3	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	20
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	21
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	22
3	3	1/2	1/2	3/4	1	1	1/16	1/16	1.0		2	74	23
3	3	9/16	9/16	3/4	1	1	1/16	1/16	1.0		7	73	24
3	3	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	71	25
3	3	11/16	11/16	3/4	1	1	1/16	1/16	1.0		3	69	26
4	4	0	0	3/4	1	1	1/16	1/16	1.0		3	69	27
4	4	1/16	1/16	3/4	1	1	1/16	1/16	1.0		7	73	28
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	29
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	30
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	31
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	32
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	33
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1.0		5	71	34
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1.0		4	64	35
5	5	0	0	3/4	1	1	1/4	1/4	1.0		7	73	36
5	5	1/4	1/4	3/4	1	1	1/16	1/16	1.0		7	73	37
5	5	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	38
5	5	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	39
5	5	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	40
5	5	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	41
6	6	0	0	3/4	1	1	1/16	1/16	1.0		7	73	42
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1.0		4	76	43
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1.0		7	73	44
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	45
6	6	1/4	1/4	3/4	1	1	1/16	1/16	1.0		5	71	46
6	6	5/16	5/16	3/4	1	1	1/16	1/16	1.0		2	74	47
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	48
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	49
6	6	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	50
7	7	0	0	3/4	1	1	1/16	1/16	1.0		3	81	51
7	7	1/16	1/16	3/4	1	1	1/16	1/16	1.0		8	80	52
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	53
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1.0		4	76	54
7	7	1/4	1/4	3/4	1	1	1/16	1/16	1.0		6	78	55
7	7	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	56
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	57
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	58
7	7	1/2	1/2	3/4	1	1	1/16	1/16	1.0		2	74	59
7	7	9/16	9/16	3/4	1	1	1/16	1/16	1.0		7	73	60
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	61
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	62
8	8	0	0	3/4	1	1	1/16	1/16	1.0		4	76	63
8	8	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	64
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		7	73	65
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	66
8	8	1/4	1/4	3/4	1	1	1/4	1/4	1.0		5	71	67
8	8	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	68
9	9	0	0	3/4	1	1	1/16	1/16	1.0		3	69	69
9	9	1/16	1/16	3/4	1	1	1/16	1/16	1.0		7	73	70
9	9	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	71
9	9	3/16	3/16	3/4	1	1	1/16	1/16	1.0		7	73	72
9	9	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	73
9	9	5/16	5/16	3/4	1	1	1/16	1/16	1.0		7	73	74
9	9	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	75
9	9	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	76
9	9	1/2	1/2	3/4	1	1	1/16	1/16	1.0		3	69	77
9	9	9/16	9/16	3/4	1	1	1/16	1/16	1.0		7	73	78
9	9	5/8	5/8	3/4	1	1	1/16	1/16	1.0		4	76	79
9	9	11/16	11/16	3/4	1	1	1/16	1/16	1.0		7	73	80
10	10	0	0	3/4	1	1	1/8	1/8	1.0		2	74	81
10	10	1/8	1/8	3/4	1	1	1/8	1/8	1.0		2	74	82
10	10	1/4	1/4	3/4	1	1	1/16	1/16	1.0		6	78	83
10	10	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	84
10	10	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	85
10	10	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	86
10	10	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	87
11	11	0	0	3/4	1	1	1/16	1/16	1.0		5	71	88
11	11	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	89
11	11	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	90
11	11	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	91
11	11	1/4	1/4	3/4	1	1	1/16	1/16	1.0		5	71	92
11	11	5/16	5/16	3/4	1	1	1/16	1/16	1.0		2	74	93
11	11	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	94
11	11	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	95
11	11	1/2	1/2	3/4	1	1	1/16	1/16	1.0		5	71	96
11	11	9/16	9/16	3/4	1	1	1/16	1/16	1.0		2	74	97
11	11	5/8	5/8	3/4	1	1	1/16	1/16	1.0		4	76	98
11	11	11/16	11/16	3/4	1	1	1/16	1/16	1.0		2	74	99
12	12	0	0	3/4	1	1	1/8	1/8	1.0		5	71	100
12	12	1/8	1/8	3/4	1	1	1/8	1/8	1.0		3	81	101
12	12	1/4	1/4	3/4	1	1	1/16	1/16	1.0		8	80	102
12	12	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	103
12	12	3/8	3/8	3/4	1	1	1/16	1/16	1.0		8	80	104
12	12	7/16	7/16	3/4	1	1	1/16	1/16	1.0		5	83	105
12	12	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	81	106
13	13	0	0	3/4	1	1	1/4	1/4	1.0		7	73	107
13	13	1/4	1/4	3/4	1	1	1/16	1/16	1.0		7	73	108
13	13	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	109
13	13	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	110
13	13	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	111
13	13	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	112
14	14	0	0	3/4	1	1	1/16	1/16	1.0		7	73	113
14	14	1/16	1/16	3/4	1	1	1/16	1/16	1.0		4	76	114
14	14	1/8	1/8	3/4	1	1	1/16	1/16	1.0		7	73	115
14	14	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	116
14	14	1/4	1/4	3/4	1	1	1/16	1/16	1.0		5	71	117
14	14	5/16	5/16	3/4	1	1	1/16	1/16	1.0		2	74	118
14	14	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	119
14	14	7/16	7/16	3/4	1	1	1/16	1/16	1.0		8	68	120
14	14	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	121
15	15	0	0	3/4	1	1	1/16	1/16	1.0		3	81	122
15	15	1/16	1/16	3/4	1	1	1/16	1/16	1.0		8	80	123
15	15	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	124
15	15	3/16	3/16	3/4	1	1	1/16	1/16	1.0		4	76	125
15	15	1/4	1/4	3/4	1	1	1/16	1/16	1.0		6	78	126
15	15	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	127
15	15	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	128
15	15	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	129
15	15	1/2	1/2	3/4	1	1	1/16	1/16	1.0		2	74	130
15	15	9/16	9/16	3/4	1	1	1/16	1/16	1.0		7	73	131
15	15	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	132
15	15	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	133
16	16	0	0	3/4	1	1	1/16	1/16	1.0		4	76	134
16	16	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	135
16	16	1/8	1/8	3/4	1	1	1/16	1/16	1.0		7	73	136
16	16	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	137
16	16	1/4	1/4	3/4	1	1	1/4	1/4	1.0		5	71	138
16	16	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	139
